Purchase_Order_Number,CapChem_Vendor_ID,CapChem_Vendor_Name,CapChem_Raw_Material_ID,CapChem_Raw_Material_Name,CapChem_Raw_Material_Category,Quantity,Unit_Price_Of_RM,Total_Amount,Purchase_Order_Date
PO202408245,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,5.41,366343,1981916,26/11/24
PO202405320,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,5.09,12799,65147,26/11/24
PO202408240,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.55,366343,567832,26/11/24
PO202404736,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.45,269552,121299,26/11/24
PO202401466,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,11.29,1352964,15274964,26/11/24
PO202401471,V006,Navin Corp,RM0002,Urea,Nitrogen,1.05,1488260,1562673,26/11/24
PO202402200,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,0.91,1628299,1481753,27/11/24
PO202402183,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,10.35,1266455,13107810,27/11/24
PO202406972,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.28,35262,45136,27/11/24
PO202401467,V001,Jubair Corp,RM0002,Urea,Nitrogen,10.43,1758853,18344837,27/11/24
PO202404435,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.57,2323630,10618990,27/11/24
PO202400691,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,24.98,1506712,37637666,27/11/24
PO202401453,V005,Volga Chemicals,RM0002,Urea,Nitrogen,2.88,1758853,5065497,27/11/24
PO202406981,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.76,35262,62062,27/11/24
PO202402197,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,8.65,1628299,14084787,27/11/24
PO202401449,V005,Volga Chemicals,RM0002,Urea,Nitrogen,4.39,1758853,7721365,27/11/24
PO202404422,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,7.41,1876778,13906925,27/11/24
PO202405330,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.42,12799,18175,27/11/24
PO202405328,V013,Beijing Corp,RM0008,Iron,Micronutrient,4.46,8533,38058,27/11/24
PO202404735,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.7,269552,188687,27/11/24
PO202409002,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,8.85,276294,2445202,27/11/24
PO202400695,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,8.2,1434964,11766705,27/11/24
PO202406473,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.05,90863,95407,28/11/24
PO202402181,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,1.6,1266455,2026328,28/11/24
PO202407549,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.11,266619,295948,28/11/24
PO202409009,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,2.1,245594,515748,28/11/24
PO202408244,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.35,366343,2326279,28/11/24
PO202402990,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,32.12,1775794,57038504,28/11/24
PO202400678,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,27.11,1434964,38901875,28/11/24
PO202406470,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.46,90863,132660,28/11/24
PO202403001,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,36.96,1846826,68258689,28/11/24
PO202405336,V013,Beijing Corp,RM0008,Iron,Micronutrient,4,8533,34132,01/12/24
PO202408272,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.61,232018,373549,01/12/24
PO202406489,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.7,90863,154468,01/12/24
PO202401480,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,20,1352964,27059280,01/12/24
PO202406992,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.22,35262,43020,01/12/24
PO202401487,V005,Volga Chemicals,RM0002,Urea,Nitrogen,6.02,1758853,10588296,01/12/24
PO202406983,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.54,35262,54304,01/12/24
PO202408268,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.39,366343,875560,01/12/24
PO202407561,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.06,266619,549236,01/12/24
PO202409021,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,10.16,245594,2495236,02/12/24
PO202402217,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,4.47,1628299,7278497,02/12/24
PO202407560,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.42,266619,645218,02/12/24
PO202403735,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.82,3058792,5567002,02/12/24
PO202407554,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.6,266619,426591,02/12/24
PO202403011,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,22.14,1775794,39316080,02/12/24
PO202401492,V006,Navin Corp,RM0002,Urea,Nitrogen,5.12,1488260,7619892,02/12/24
PO202403022,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,10.09,1917857,19351178,02/12/24
PO202400698,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,17.36,1793704,31138702,03/12/24
PO202403008,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,12.78,1917857,24510213,03/12/24
PO202405339,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,5.37,12799,68731,03/12/24
PO202403023,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,1.58,1846826,2917986,03/12/24
PO202405343,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.11,12799,27006,03/12/24
PO202404448,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,1.34,1876778,2514883,03/12/24
PO202405654,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.85,9385,7978,03/12/24
PO202403727,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.26,3058792,22206830,03/12/24
PO202406987,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.29,35262,45488,03/12/24
PO202404443,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,9.79,1876778,18373657,03/12/24
PO202402215,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,2.76,1567992,4327658,03/12/24
PO202402206,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,5.49,1266455,6952838,04/12/24
PO202408274,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.84,232018,1587004,04/12/24
PO202401491,V001,Jubair Corp,RM0002,Urea,Nitrogen,12.89,1758853,22671616,04/12/24
PO202402204,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,2.86,1628299,4656936,04/12/24
PO202403737,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.02,3058792,12296344,04/12/24
PO202406488,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.63,90863,148107,04/12/24
PO202403010,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,38.41,1917857,73664888,04/12/24
PO202404455,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,6.98,1876778,13099911,04/12/24
PO202406486,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.41,90863,128117,04/12/24
PO202406481,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.79,90863,162645,04/12/24
PO202403725,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.04,3058792,18475104,04/12/24
PO202406027,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.19,127669,151927,04/12/24
PO202406487,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.65,90863,149924,04/12/24
PO202400715,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,4.98,1434964,7146121,04/12/24
PO202403731,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.95,3058792,21258605,04/12/24
PO202406026,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.06,127669,135330,05/12/24
PO202408264,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.79,366343,2853812,05/12/24
PO202404458,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.33,1876778,6249671,05/12/24
PO202408275,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.76,366343,2476479,05/12/24
PO202406986,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.43,35262,50425,05/12/24
PO202403730,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.2,3058792,28140887,05/12/24
PO202401482,V001,Jubair Corp,RM0002,Urea,Nitrogen,17.61,1758853,30973402,05/12/24
PO202403025,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,6.96,1846826,12853909,05/12/24
PO202406480,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.21,90863,109945,05/12/24
PO202400717,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,10.22,1793704,18331655,05/12/24
PO202406490,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.56,90863,141747,05/12/24
PO202402211,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,2.95,1628299,4803483,05/12/24
PO202408267,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.23,232018,1677491,06/12/24
PO202409037,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,0.78,245594,191564,06/12/24
PO202406994,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.58,35262,55714,06/12/24
PO202403723,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,10.57,3058792,32331432,06/12/24
PO202403012,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,8.1,1775794,14383932,06/12/24
PO202404451,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,5.2,2323630,12082876,06/12/24
PO202401486,V005,Volga Chemicals,RM0002,Urea,Nitrogen,4.61,1758853,8108313,06/12/24
PO202401489,V006,Navin Corp,RM0002,Urea,Nitrogen,1.93,1488260,2872342,06/12/24
PO202405655,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.95,9385,8916,06/12/24
PO202405338,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.55,12799,32638,06/12/24
PO202401479,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,5.91,1352964,7996018,06/12/24
PO202403018,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,45.68,1917857,87607708,07/12/24
PO202403736,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.84,3058792,5628178,07/12/24
PO202405349,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.06,8533,17578,07/12/24
PO202405342,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.12,12799,14335,07/12/24
PO202403006,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,9.61,1775794,17065381,07/12/24
PO202407562,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.46,266619,655883,07/12/24
PO202402213,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,1.92,1266455,2431594,07/12/24
PO202406032,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.16,127669,148097,07/12/24
PO202400708,V006,Navin Corp,RM0001,Ammonia,Nitrogen,6.16,1578460,9723314,07/12/24
PO202402207,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,4.02,1628299,6545762,07/12/24
PO202409030,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,11.03,276294,3047523,08/12/24
PO202409034,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,6.17,276294,1704734,08/12/24
PO202400711,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,2.31,1506712,3480505,08/12/24
PO202405652,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.82,14077,11544,08/12/24
PO202403009,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,39.89,1420635,56669131,08/12/24
PO202404447,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.12,2323630,9573356,08/12/24
PO202408259,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,4,366343,1465372,08/12/24
PO202408262,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.52,232018,1744776,08/12/24
PO202407559,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.13,266619,567899,09/12/24
PO202400710,V006,Navin Corp,RM0001,Ammonia,Nitrogen,18.87,1578460,29785541,09/12/24
PO202409023,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,8.39,276294,2318107,09/12/24
PO202408271,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,9.78,366343,3582835,09/12/24
PO202408263,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.75,366343,2839159,09/12/24
PO202402203,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,5.41,1628299,8809098,09/12/24
PO202406029,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.16,127669,148097,09/12/24
PO202404450,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.7,1876778,6944079,10/12/24
PO202404444,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,4.8,1876778,9008535,10/12/24
PO202401476,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,14.15,1352964,19144441,10/12/24
PO202406491,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.06,90863,96315,10/12/24
PO202401488,V001,Jubair Corp,RM0002,Urea,Nitrogen,2.29,1758853,4027774,10/12/24
PO202409022,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,4.54,245594,1114997,10/12/24
PO202408260,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.16,232018,501159,10/12/24
PO202406989,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.59,35262,56067,10/12/24
PO202402216,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,5.36,1628299,8727683,11/12/24
PO202406995,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,0.89,35262,31384,11/12/24
PO202405653,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.72,9385,6758,11/12/24
PO202406988,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.15,35262,40552,11/12/24
PO202408278,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,0.77,366343,282085,12/12/24
PO202403015,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,30.71,1420635,43627701,12/12/24
PO202404442,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,10.28,1876778,19293278,12/12/24
PO202407555,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.89,266619,770529,12/12/24
PO202407557,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.88,266619,767863,12/12/24
PO202401478,V001,Jubair Corp,RM0002,Urea,Nitrogen,5.06,1758853,8899797,12/12/24
PO202404745,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.91,269552,245293,12/12/24
PO202405348,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.85,8533,24320,12/12/24
PO202405347,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,5.16,12799,66043,12/12/24
PO202400705,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,26.09,1434964,37438211,12/12/24
PO202400700,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,19.91,1506712,29998636,12/12/24
PO202403733,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.28,3058792,25326798,12/12/24
PO202403016,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,34.35,1917857,65878388,13/12/24
PO202406991,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.68,35262,59241,13/12/24
PO202401473,V001,Jubair Corp,RM0002,Urea,Nitrogen,16.83,1758853,29601496,13/12/24
PO202407564,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.4,266619,639886,13/12/24
PO202402205,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,2.64,1567992,4139499,13/12/24
PO202401477,V005,Volga Chemicals,RM0002,Urea,Nitrogen,11.22,1758853,19734331,13/12/24
PO202409035,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,2.14,245594,525572,14/12/24
PO202405650,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.83,14077,11684,14/12/24
PO202401484,V005,Volga Chemicals,RM0002,Urea,Nitrogen,18.34,1758853,32257365,14/12/24
PO202406034,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.03,127669,131500,14/12/24
PO202405335,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.85,8533,15787,14/12/24
PO202406033,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.17,127669,149373,14/12/24
PO202408277,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.19,232018,508120,14/12/24
PO202400712,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,1.36,1865453,2537017,14/12/24
PO202406492,V010,ChemTech Corp,RM0011,Boron,Micronutrient,0.52,90863,47249,14/12/24
PO202402221,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,1.02,1567992,1599352,15/12/24
PO202404460,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,0.75,2323630,1742723,15/12/24
PO202405340,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.75,12799,47997,15/12/24
PO202409019,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,5.35,245594,1313928,15/12/24
PO202402201,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,4.3,1628299,7001686,15/12/24
PO202402202,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,7.11,1628299,11577206,15/12/24
PO202400714,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,13.47,1434964,19328966,16/12/24
PO202409025,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,12.27,245594,3013439,16/12/24
PO202404744,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.85,269552,229120,16/12/24
PO202406484,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.41,90863,128117,16/12/24
PO202408266,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.69,232018,392111,16/12/24
PO202403007,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,6.21,1775794,11027681,16/12/24
PO202404441,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,1.78,1876778,3340665,16/12/24
PO202403740,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.26,3058792,13030454,16/12/24
PO202403741,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,0.57,3058792,1743512,16/12/24
PO202403024,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,2.18,1917857,4180929,16/12/24
PO202405341,V013,Beijing Corp,RM0008,Iron,Micronutrient,4.09,8533,34900,17/12/24
PO202407565,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,0.62,266619,165304,17/12/24
PO202409026,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,12.17,276294,3362498,17/12/24
PO202403014,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,49.9,1775794,88612121,17/12/24
PO202401485,V006,Navin Corp,RM0002,Urea,Nitrogen,19.48,1488260,28991305,17/12/24
PO202400699,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,15.42,1434964,22127145,17/12/24
PO202402218,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,6.52,1567992,10223308,17/12/24
PO202405346,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.66,12799,34046,17/12/24
PO202406482,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.32,90863,119940,17/12/24
PO202400703,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,26.19,1793704,46977108,17/12/24
PO202408265,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.47,232018,341067,17/12/24
PO202408261,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.57,366343,2773217,17/12/24
PO202406030,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.09,127669,139160,18/12/24
PO202403728,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.54,3058792,16945708,18/12/24
PO202404456,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,6.4,1876778,12011380,18/12/24
PO202404454,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,5.33,1876778,10003227,18/12/24
PO202402214,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,3.4,1266455,4305947,18/12/24
PO202400718,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,7.43,1434964,10661783,18/12/24
PO202404445,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.5,2323630,10456335,19/12/24
PO202404453,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.01,2323630,4670497,19/12/24
PO202403738,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.06,3058792,9359904,19/12/24
PO202403739,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.09,3058792,6392876,19/12/24
PO202402212,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,6.1,1567992,9564752,19/12/24
PO202404449,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.88,2323630,11339315,19/12/24
PO202405337,V013,Beijing Corp,RM0008,Iron,Micronutrient,4.19,8533,35754,20/12/24
PO202406485,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.7,90863,154468,20/12/24
PO202406031,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,127669,127669,20/12/24
PO202400706,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,7.92,1865453,14774388,20/12/24
PO202405345,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.16,12799,27646,20/12/24
PO202404459,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,9.52,2323630,22120958,20/12/24
PO202402220,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,1.5,1628299,2442449,20/12/24
PO202407558,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.79,266619,743868,20/12/24
PO202402208,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,1.85,1628299,3012354,20/12/24
PO202408276,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.08,366343,2227366,21/12/24
PO202408269,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.44,232018,1494196,21/12/24
PO202409028,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,8.48,245594,2082638,21/12/24
PO202401475,V001,Jubair Corp,RM0002,Urea,Nitrogen,9.39,1758853,16515630,21/12/24
PO202400701,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,3.95,1793704,7085131,21/12/24
PO202404742,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.99,269552,266857,22/12/24
PO202401490,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,10.14,1352964,13719055,22/12/24
PO202404457,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,10.59,2323630,24607242,22/12/24
PO202403019,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,47.97,1775794,85184839,22/12/24
PO202403726,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.99,3058792,12204581,22/12/24
PO202403724,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.65,3058792,29517343,22/12/24
PO202400702,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,1.56,1434964,2238544,22/12/24
PO202408270,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.75,366343,641101,22/12/24
